Test,RTX_1,Hop1,RTX_2,Hop2,RTX_3,Hop3,RTX_4,Hop4,Nodal_HopUp,Nodal_HopDown,RTT
933,0,331,0,223,0,260,0,301,1535,1647,4433
934,0,183,0,200,1,299,0,265,1611,1575,4763
935,0,439,0,297,0,348,0,272,1610,1497,4548
936,3,1986.6824120603014,1,313,0,101,0,279,1609,1627,6416.682412060301
937,0,1416,0,315,2,1054.8412060301507,0,307,1619,1617,5416
938,0,270,0,258,0,290,0,355,1644,1609,4352
939,0,394,1,319,0,705,2,1103.8412060301507,1661,1622,4698
940,0,226,1,260,0,256,4,2650.523618090452,1653,1637,4263
941,1,286,0,3,1,256,0,218,1694,1627,4225
942,0,354,0,281,0,414,0,247,1650,1560,4724
943,0,247,0,257,2,1149.8412060301507,1,350,1578,1558,4272
944,0,390,1,293,0,348,0,241,1663,1600,4349
945,1,367,0,284,1,299,0,249,1347,1340,4495
946,0,273,0,321,0,263,0,222,1655,1377,4444
947,0,235,0,287,0,311,0,411,1586,1572,3989
948,0,360,0,385,0,241,1,400,1560,1562,4964
949,0,329,0,230,2,1106.8412060301507,0,351,1536,1522,4457
950,0,233,0,198,0,218,1,356,1687,1506,4342
951,0,343,0,263,3,3510.6824120603014,0,316,1650,1560,4661
952,0,253,0,352,0,304,0,291,1495,1688,4344
953,0,194,0,309,0,304,0,340,1611,1515,4142
954,0,357,0,379,0,336,0,305,1632,1547,4541
955,0,271,0,243,0,418,1,373,1634,1595,4416
956,0,267,0,315,0,261,0,223,1622,1633,4328
957,0,297,0,337,0,905,0,333,476,1591,4508
958,0,299,0,274,1,393,1,246,1398,1448,4446
959,0,389,0,495,0,306,4,2986.523618090452,1347,1579,4276
960,0,243,0,291,0,233,0,237,1601,1593,5528
961,0,253,2,1190.8412060301507,0,246,1,233,1647,1586,4219
962,0,379,0,285,0,251,0,271,1688,1631,4295
963,0,229,0,329,0,273,0,384,1589,1573,4207
964,0,407,0,245,0,344,0,230,1560,1536,4257
965,1,300,0,256,2,1181.8412060301507,2,1101.8412060301507,1683,1590,4460
966,0,178,0,258,4,2890.523618090452,0,293,1662,1638,4224
967,0,371,0,227,0,293,0,278,1663,1596,4775
968,0,307,0,272,0,285,2,1313.8412060301507,1403,1558,4346
969,0,291,0,222,1,371,1,101,1562,1650,4493
970,0,288,1,237,0,241,0,272,1620,1562,4391
971,0,260,0,277,0,212,0,248,1394,1618,4443
972,0,312,0,276,0,306,1,355,1531,1546,4593
973,0,236,1,245,0,187,0,294,1408,1687,4511
974,0,248,0,243,0,283,0,310,1562,1618,3937
975,0,226,0,263,0,264,0,233,1645,1594,4444
976,0,235,1,311,0,308,3,2161.6824120603014,1654,1562,4300
977,0,275,1,342,1,229,1,297,1615,1644,4237
978,0,311,0,576,0,243,0,337,1644,1537,4329
979,0,256,0,250,0,322,1,224,476,1562,4435
980,0,299,0,287,3,1962.6824120603014,0,295,1536,1558,4346
981,0,345,0,245,0,458,2,1041.8412060301507,1622,1547,4567
982,0,281,0,634,0,281,0,266,1535,1604,4389
983,0,258,0,280,0,242,1,239,1647,1643,4263
984,0,310,0,222,1,250,0,299,1613,1558,3027
985,0,333,0,421,0,337,0,304,1562,1688,4306
986,0,458,1,231,1,385,0,274,1482,1643,4608
987,1,272,0,289,0,261,0,358,1643,1537,3931
988,0,521,0,253,0,201,0,245,1616,1448,4579
989,1,344,0,232,1,282,0,247,1340,1442,4424
990,0,385,0,295,0,392,0,239,1716,1611,4144
991,0,333,3,2008.6824120603014,0,228,0,310,1557,1591,4625
992,0,504,0,391,0,294,1,229,1659,1643,4381
993,0,329,0,194,2,1269.8412060301507,0,207,1643,1611,4071
994,0,273,0,269,0,232,0,331,1644,1639,4334
995,0,193,0,250,0,233,0,218,1640,1711,5018.841206030151
996,0,262,0,634,0,445,0,221,1546,1476,4356
997,0,205,1,362,0,1098,0,301,1515,1661,4234
998,0,284,0,275,0,255,0,203,1604,1627,4275
