Distance,Hop,RTT,PLR
400m,6,4459.682412060301,0.13333333333333333
400m,6,6060.364824120603,0.23529411764705882
400m,6,6002.523618090452,0.1875
400m,6,4583.682412060301,0.13333333333333333
400m,6,5080.523618090452,0.1875
400m,6,10804.412060301507,0.38095238095238093
400m,6,8255.888442211055,0.2777777777777778
400m,6,8851.888442211055,0.35
400m,6,5743.364824120603,0.1875
400m,6,8086.888442211055,0.23529411764705882
400m,6,15312.300502512562,0.43478260869565216
400m,6,12234.93567839196,0.43478260869565216
400m,6,7738.047236180904,0.2777777777777778
400m,6,8416.888442211055,0.3157894736842105
400m,6,9887.570854271356,0.3157894736842105
400m,6,8167.888442211055,0.3157894736842105
400m,6,11804.253266331658,0.38095238095238093
400m,6,5390.523618090452,0.1875
400m,6,9203.570854271356,0.35
400m,6,4319.682412060301,0.13333333333333333
400m,6,10213.570854271356,0.35
400m,6,12480.77688442211,0.38095238095238093
400m,6,12395.094472361809,0.38095238095238093
400m,6,8968.729648241206,0.35
400m,6,6013.364824120603,0.1875
400m,6,8194.888442211055,0.23529411764705882
400m,6,8639.729648241206,0.35
400m,6,5199.523618090452,0.13333333333333333
400m,6,6990.206030150754,0.23529411764705882
400m,6,6352.364824120603,0.23529411764705882
400m,6,6089.364824120603,0.1875
400m,6,3723.8412060301507,0.07142857142857142
400m,6,5190.523618090452,0.1875
400m,6,5036.523618090452,0.1875
400m,6,9530.570854271356,0.3157894736842105
400m,6,3516.8412060301507,0.07142857142857142
400m,6,7553.047236180904,0.2777777777777778
400m,6,6425.206030150754,0.23529411764705882
400m,6,9111.729648241206,0.2777777777777778
400m,6,7523.047236180904,0.2777777777777778
400m,6,4544.682412060301,0.13333333333333333
400m,6,4402.682412060301,0.13333333333333333
400m,6,4193.682412060301,0.13333333333333333
400m,6,6971.206030150754,0.2777777777777778
400m,6,5157.523618090452,0.13333333333333333
400m,6,12112.094472361809,0.38095238095238093
400m,6,3442.8412060301507,0.07142857142857142
400m,6,8494.888442211055,0.2777777777777778
400m,6,7133.206030150754,0.2777777777777778
400m,6,10344.412060301507,0.35
400m,6,6354.364824120603,0.23529411764705882
400m,6,7667.047236180904,0.2777777777777778
400m,6,7741.047236180904,0.3157894736842105
400m,6,29829.648241206025,0.4583333333333333
400m,6,10352.412060301507,0.3157894736842105
400m,6,6022.364824120603,0.1875
400m,6,9713.729648241206,0.3157894736842105
400m,6,2827,0.0
400m,6,8505.888442211055,0.2777777777777778
400m,6,8258.888442211055,0.2777777777777778
400m,6,4732.682412060301,0.13333333333333333
400m,6,3487.8412060301507,0.07142857142857142
400m,6,5169.523618090452,0.1875
400m,6,4584.682412060301,0.13333333333333333
400m,6,6374.364824120603,0.23529411764705882
400m,6,5089.523618090452,0.1875
400m,6,9769.729648241206,0.35
400m,6,9657.570854271356,0.35
400m,6,9866.570854271356,0.35
400m,6,4484.682412060301,0.13333333333333333
400m,6,5997.364824120603,0.23529411764705882
400m,6,3507.8412060301507,0.07142857142857142
400m,6,7038.047236180904,0.3157894736842105
400m,6,4635.682412060301,0.13333333333333333
400m,6,4710.682412060301,0.13333333333333333
400m,6,16108.141708542713,0.43478260869565216
400m,6,8068.888442211055,0.2777777777777778
400m,6,7225.047236180904,0.2777777777777778
400m,6,5340.523618090452,0.1875
400m,6,8243.888442211055,0.3157894736842105
400m,6,3668.8412060301507,0.07142857142857142
400m,6,4150.682412060301,0.13333333333333333
400m,6,11964.253266331658,0.4090909090909091
400m,6,4678.682412060301,0.13333333333333333
400m,6,6320.364824120603,0.23529411764705882
400m,6,7732.047236180904,0.2777777777777778
400m,6,2445,0.0
400m,6,9009.729648241206,0.35
400m,6,7810.047236180904,0.2777777777777778
400m,6,7319.047236180904,0.3157894736842105
400m,6,7864.047236180904,0.2777777777777778
400m,6,4850.682412060301,0.13333333333333333
400m,6,7118.047236180904,0.2777777777777778
400m,6,4845.682412060301,0.13333333333333333
400m,6,6203.364824120603,0.1875
400m,6,6408.206030150754,0.2777777777777778
400m,6,7705.047236180904,0.2777777777777778
400m,6,7309.047236180904,0.2777777777777778
400m,6,11740.253266331658,0.4090909090909091
400m,6,6239.364824120603,0.1875
400m,6,7442.047236180904,0.1875
400m,6,4078.6824120603014,0.13333333333333333
400m,6,8245.888442211055,0.3157894736842105
400m,6,4921.682412060301,0.13333333333333333
400m,6,6941.206030150754,0.2777777777777778
400m,6,10265.412060301507,0.35
400m,6,6689.206030150754,0.2777777777777778
400m,6,9945.570854271356,0.2777777777777778
400m,6,7210.206030150754,0.23529411764705882
400m,6,3674.8412060301507,0.07142857142857142
400m,6,3032,0.0
400m,6,6838.206030150754,0.23529411764705882
400m,6,5592.523618090452,0.1875
400m,6,13654.61809045226,0.38095238095238093
400m,6,7314.047236180904,0.2777777777777778
400m,6,11402.253266331658,0.38095238095238093
400m,6,6672.206030150754,0.23529411764705882
400m,6,7473.047236180904,0.2777777777777778
400m,6,2929,0.0
400m,6,10371.412060301507,0.3157894736842105
400m,6,5151.523618090452,0.1875
400m,6,8848.888442211055,0.3157894736842105
400m,6,9527.570854271356,0.35
400m,6,13942.61809045226,0.4090909090909091
400m,6,6313.364824120603,0.23529411764705882
400m,6,6045.364824120603,0.1875
400m,6,5412.523618090452,0.13333333333333333
400m,6,6709.206030150754,0.23529411764705882
400m,6,6152.364824120603,0.23529411764705882
400m,6,8049.047236180904,0.3157894736842105
400m,6,6660.206030150754,0.23529411764705882
400m,6,8374.888442211055,0.3157894736842105
400m,6,5433.364824120603,0.1875
400m,6,9119.729648241206,0.35
400m,6,8319.888442211055,0.2777777777777778
400m,6,9174.888442211055,0.2777777777777778
400m,6,7761.047236180904,0.3157894736842105
400m,6,8347.729648241206,0.35
400m,6,16978.824120603014,0.5185185185185185
400m,6,5731.364824120603,0.1875
400m,6,8338.888442211055,0.3157894736842105
400m,6,4838.523618090452,0.13333333333333333
400m,6,6828.206030150754,0.23529411764705882
400m,6,5475.523618090452,0.1875
400m,6,4527.682412060301,0.13333333333333333
400m,6,8719.729648241206,0.35
400m,6,8948.729648241206,0.3157894736842105
400m,6,6681.364824120603,0.23529411764705882
400m,6,4468.682412060301,0.13333333333333333
400m,6,5818.364824120603,0.1875
400m,6,4300.682412060301,0.13333333333333333
400m,6,5208.523618090452,0.13333333333333333
400m,6,4955.523618090452,0.13333333333333333
400m,6,8745.888442211055,0.3157894736842105
400m,6,4125.682412060301,0.13333333333333333
400m,6,7075.047236180904,0.2777777777777778
400m,6,5789.364824120603,0.1875
400m,6,10163.570854271356,0.3157894736842105
400m,6,5482.523618090452,0.1875
400m,6,6138.364824120603,0.1875
400m,6,7024.047236180904,0.2777777777777778
400m,6,8221.888442211055,0.2777777777777778
400m,6,6421.364824120603,0.23529411764705882
400m,6,5378.523618090452,0.1875
400m,6,5180.523618090452,0.1875
400m,6,10943.412060301507,0.35
400m,6,6879.206030150754,0.23529411764705882
400m,6,6951.206030150754,0.2777777777777778
400m,6,5787.364824120603,0.1875
400m,6,9242.729648241206,0.35
400m,6,9989.412060301507,0.38095238095238093
400m,6,8099.888442211055,0.35
400m,6,6202.364824120603,0.23529411764705882
400m,6,6794.206030150754,0.23529411764705882
400m,6,4666.682412060301,0.13333333333333333
400m,6,10101.570854271356,0.35
400m,6,5906.364824120603,0.23529411764705882
400m,6,5332.523618090452,0.1875
400m,6,7232.047236180904,0.2777777777777778
400m,6,12622.93567839196,0.38095238095238093
400m,6,10037.570854271356,0.38095238095238093
400m,6,3621.8412060301507,0.07142857142857142
400m,6,7169.206030150754,0.2777777777777778
400m,6,6402.206030150754,0.23529411764705882
400m,6,5868.364824120603,0.1875
400m,6,9141.729648241206,0.2777777777777778
400m,6,5099.523618090452,0.1875
400m,6,4409.682412060301,0.13333333333333333
1km,6,5996.364824120603,0.23529411764705882
1km,6,2898,0.0
1km,6,7497.047236180904,0.2777777777777778
1km,6,4408.682412060301,0.13333333333333333
1km,6,6255.523618090452,0.1875
1km,6,3832.8412060301507,0.07142857142857142
1km,6,6144.364824120603,0.1875
1km,6,13825.459296482411,0.3157894736842105
1km,6,3872.8412060301507,0.07142857142857142
1km,6,3914.8412060301507,0.07142857142857142
1km,6,6230.364824120603,0.1875
1km,6,4829.682412060301,0.13333333333333333
1km,6,4461.682412060301,0.13333333333333333
1km,6,5849.364824120603,0.1875
1km,6,3783.8412060301507,0.07142857142857142
1km,6,2926,0.0
1km,6,3178.8412060301507,0.07142857142857142
1km,6,3891.8412060301507,0.07142857142857142
1km,6,2980,0.0
1km,6,2935,0.0
1km,6,3957.8412060301507,0.07142857142857142
1km,6,3623.8412060301507,0.07142857142857142
1km,6,2897,0.0
1km,6,2430,0.0
1km,6,3838.8412060301507,0.07142857142857142
1km,6,4767.682412060301,0.13333333333333333
1km,6,4582.682412060301,0.13333333333333333
1km,6,5712.523618090452,0.13333333333333333
1km,6,4316.682412060301,0.13333333333333333
1km,6,3017,0.0
1km,6,3636.8412060301507,0.07142857142857142
1km,6,5387.523618090452,0.13333333333333333
1km,6,3622.8412060301507,0.07142857142857142
1km,6,3680.8412060301507,0.07142857142857142
1km,6,4622.682412060301,0.13333333333333333
1km,6,2964,0.0
1km,6,4404.682412060301,0.13333333333333333
1km,6,3729.8412060301507,0.07142857142857142
1km,6,6072.364824120603,0.23529411764705882
1km,6,5524.523618090452,0.1875
1km,6,3752.8412060301507,0.07142857142857142
1km,6,3811.8412060301507,0.07142857142857142
1km,6,4762.682412060301,0.13333333333333333
1km,6,3784.8412060301507,0.07142857142857142
1km,6,4585.682412060301,0.13333333333333333
1km,6,3710.8412060301507,0.07142857142857142
1km,6,2927,0.0
1km,6,5603.523618090452,0.1875
1km,6,3791.8412060301507,0.07142857142857142
1km,6,4670.682412060301,0.13333333333333333
1km,6,3837.8412060301507,0.07142857142857142
1km,6,8546.888442211055,0.2777777777777778
1km,6,5096.523618090452,0.13333333333333333
1km,6,3604.8412060301507,0.07142857142857142
1km,6,2888,0.0
1km,6,6306.364824120603,0.23529411764705882
1km,6,2886,0.0
1km,6,3582.8412060301507,0.07142857142857142
1km,6,4551.682412060301,0.13333333333333333
1km,6,2953,0.0
1km,6,5484.523618090452,0.1875
1km,6,3331.8412060301507,0.07142857142857142
1km,6,4270.682412060301,0.13333333333333333
1km,6,3765.8412060301507,0.07142857142857142
1km,6,5217.523618090452,0.13333333333333333
1km,6,3942.8412060301507,0.07142857142857142
1km,6,3898.8412060301507,0.07142857142857142
1km,6,6583.206030150754,0.23529411764705882
1km,6,4363.682412060301,0.13333333333333333
1km,6,6448.206030150754,0.23529411764705882
1km,6,4685.682412060301,0.13333333333333333
1km,6,3066,0.0
1km,6,2865,0.0
1km,6,3670.8412060301507,0.07142857142857142
1km,6,3758.8412060301507,0.07142857142857142
1km,6,3859.8412060301507,0.07142857142857142
1km,6,6288.364824120603,0.23529411764705882
1km,6,3490.8412060301507,0.07142857142857142
1km,6,3606.8412060301507,0.07142857142857142
1km,6,4425.682412060301,0.13333333333333333
1km,6,3782.8412060301507,0.07142857142857142
1km,6,4949.523618090452,0.1875
1km,6,3909.8412060301507,0.07142857142857142
1km,6,6215.364824120603,0.1875
1km,6,2914,0.0
1km,6,2863,0.0
1km,6,3973.8412060301507,0.07142857142857142
1km,6,5202.523618090452,0.1875
1km,6,2924,0.0
1km,6,3778.8412060301507,0.07142857142857142
1km,6,5112.682412060301,0.13333333333333333
1km,6,2688,0.0
1km,6,2871,0.0
1km,6,2962,0.0
1km,6,3697.8412060301507,0.07142857142857142
1km,6,3648.8412060301507,0.07142857142857142
1km,6,2960,0.0
1km,6,2916,0.0
1km,6,2941,0.0
1km,6,2860,0.0
1km,6,2872,0.0
1km,6,3681.8412060301507,0.07142857142857142
1km,6,3740.8412060301507,0.07142857142857142
1km,6,4176.682412060301,0.13333333333333333
1km,6,5239.523618090452,0.1875
1km,6,2901,0.0
1km,6,2917,0.0
1km,6,3680.8412060301507,0.07142857142857142
1km,6,2937,0.0
1km,6,3575.8412060301507,0.07142857142857142
1km,6,3702.8412060301507,0.07142857142857142
1km,6,4710.682412060301,0.13333333333333333
1km,6,2916,0.0
1km,6,2853,0.0
1km,6,2802,0.0
1km,6,2870,0.0
1km,6,4628.841206030151,0.07142857142857142
1km,6,2763,0.0
1km,6,2857,0.0
1km,6,4146.682412060301,0.13333333333333333
1km,6,3773.8412060301507,0.07142857142857142
1km,6,5115.523618090452,0.1875
1km,6,3735.8412060301507,0.07142857142857142
1km,6,5264.523618090452,0.13333333333333333
1km,6,2956,0.0
1km,6,5329.523618090452,0.1875
1km,6,2857,0.0
1km,6,2899,0.0
1km,6,4363.682412060301,0.13333333333333333
1km,6,4142.682412060301,0.13333333333333333
1km,6,2932,0.0
1km,6,6100.364824120603,0.23529411764705882
1km,6,4015.8412060301507,0.07142857142857142
1km,6,4623.682412060301,0.13333333333333333
1km,6,3804.8412060301507,0.07142857142857142
1km,6,3678.8412060301507,0.07142857142857142
1km,6,2859,0.0
1km,6,3471.6824120603014,0.13333333333333333
1km,6,3570.8412060301507,0.07142857142857142
1km,6,5470.523618090452,0.1875
1km,6,3777.8412060301507,0.07142857142857142
1km,6,2788,0.0
1km,6,2875,0.0
1km,6,4377.682412060301,0.13333333333333333
1km,6,3770.8412060301507,0.07142857142857142
1km,6,5355.523618090452,0.13333333333333333
1km,6,5242.523618090452,0.13333333333333333
1km,6,3787.8412060301507,0.07142857142857142
1km,6,2875,0.0
1km,6,3778.8412060301507,0.07142857142857142
1km,6,4630.682412060301,0.13333333333333333
1km,6,2855,0.0
1km,6,2927,0.0
1km,6,4500.682412060301,0.13333333333333333
1km,6,5494.523618090452,0.1875
1km,6,4336.682412060301,0.13333333333333333
1km,6,5295.523618090452,0.1875
1km,6,2928,0.0
1km,6,4095.6824120603014,0.13333333333333333
1km,6,2830,0.0
1km,6,4636.682412060301,0.13333333333333333
1km,6,2879,0.0
1km,6,4809.682412060301,0.13333333333333333
1km,6,4829.682412060301,0.13333333333333333
1km,6,2948,0.0
1km,6,3989.8412060301507,0.07142857142857142
1km,6,5462.523618090452,0.1875
1km,6,4664.682412060301,0.13333333333333333
1km,6,4710.682412060301,0.13333333333333333
1km,6,2985,0.0
1km,6,2839,0.0
1km,6,4861.682412060301,0.13333333333333333
1km,6,4287.682412060301,0.13333333333333333
1km,6,3716.8412060301507,0.07142857142857142
1km,6,2972,0.0
1km,6,2766,0.0
1km,6,2946,0.0
1km,6,4585.682412060301,0.13333333333333333
1km,6,3921.8412060301507,0.07142857142857142
1km,6,2861,0.0
1km,6,4658.682412060301,0.13333333333333333
1km,6,2898,0.0
1km,6,4420.682412060301,0.13333333333333333
1km,6,4686.682412060301,0.13333333333333333
1km,6,2959,0.0
1km,6,3603.8412060301507,0.07142857142857142
1km,6,2893,0.0
1km,6,2993,0.0
1km,6,2830,0.0
1km,6,4711.682412060301,0.13333333333333333
1km,6,3752.8412060301507,0.07142857142857142
1km,6,3227.8412060301507,0.07142857142857142
1km,6,2990,0.0
1km,6,7496.047236180904,0.2777777777777778
1km,6,3530.8412060301507,0.07142857142857142
1km,6,3861.8412060301507,0.07142857142857142
1km,6,4349.841206030151,0.07142857142857142
1km,6,3670.8412060301507,0.07142857142857142
1km,6,3058,0.0
1km,6,2920,0.0
1km,6,3626.8412060301507,0.07142857142857142
1km,6,3856.8412060301507,0.07142857142857142
1km,6,2915,0.0
1km,6,2927,0.0
1km,6,2810,0.0
1km,6,2902,0.0
1km,6,5810.364824120603,0.23529411764705882
1km,6,3755.8412060301507,0.07142857142857142
1km,6,3851.8412060301507,0.07142857142857142
1km,6,3709.8412060301507,0.07142857142857142
1km,6,2953,0.0
1km,6,4622.682412060301,0.13333333333333333
1km,6,3007,0.0
1km,6,4588.682412060301,0.13333333333333333
1km,6,4885.682412060301,0.13333333333333333
1km,6,2939,0.0
1km,6,2798,0.0
1km,6,4812.682412060301,0.13333333333333333
1km,6,5146.523618090452,0.1875
1km,6,5177.523618090452,0.1875
1km,6,3544.8412060301507,0.07142857142857142
1km,6,4326.682412060301,0.13333333333333333
1km,6,4578.682412060301,0.13333333333333333
1km,6,2936,0.0
1km,6,4471.682412060301,0.13333333333333333
1km,6,3289.8412060301507,0.07142857142857142
1km,6,2877,0.0
1km,6,6083.364824120603,0.23529411764705882
1km,6,7376.047236180904,0.1875
1km,6,3725.8412060301507,0.07142857142857142
1km,6,4646.682412060301,0.13333333333333333
1km,6,2907,0.0
1km,6,7091.206030150754,0.23529411764705882
1km,6,2922,0.0
1km,6,3719.8412060301507,0.07142857142857142
1km,6,6030.364824120603,0.1875
1km,6,3721.8412060301507,0.07142857142857142
1km,6,2932,0.0
1km,6,2646,0.0
1km,6,3778.8412060301507,0.07142857142857142
1km,6,5213.523618090452,0.1875
1km,6,4429.682412060301,0.13333333333333333
1km,6,7507.206030150754,0.23529411764705882
1km,6,4645.682412060301,0.13333333333333333
1km,6,5688.523618090452,0.1875
1km,6,3004,0.0
1km,6,3549.8412060301507,0.07142857142857142
1km,6,2841,0.0
1km,6,2917,0.0
1km,6,2971,0.0
1km,6,3553.8412060301507,0.07142857142857142
1km,6,3740.8412060301507,0.07142857142857142
1km,6,5148.523618090452,0.1875
1km,6,4467.841206030151,0.07142857142857142
1km,6,3439.8412060301507,0.07142857142857142
1km,6,4517.682412060301,0.13333333333333333
1km,6,2937,0.0
1km,6,3421.8412060301507,0.07142857142857142
1km,6,2890,0.0
1km,6,3681.8412060301507,0.07142857142857142
1km,6,4478.682412060301,0.13333333333333333
1km,6,2912,0.0
1km,6,3806.8412060301507,0.07142857142857142
1km,6,2807,0.0
1km,6,6858.206030150754,0.23529411764705882
1km,6,5998.364824120603,0.1875
1km,6,3002,0.0
1km,6,5023.523618090452,0.1875
1km,6,3381.8412060301507,0.07142857142857142
1km,6,3888.8412060301507,0.07142857142857142
1km,6,6499.206030150754,0.23529411764705882
1km,6,3052,0.0
1km,6,4786.682412060301,0.13333333333333333
1km,6,3744.8412060301507,0.07142857142857142
1km,6,1784,0.0
1km,6,3654.8412060301507,0.07142857142857142
1km,6,3755.8412060301507,0.07142857142857142
1km,6,5181.523618090452,0.13333333333333333
1km,6,5733.364824120603,0.1875
1km,6,5857.364824120603,0.23529411764705882
1km,6,3723.8412060301507,0.07142857142857142
1km,6,3445.8412060301507,0.07142857142857142
1km,6,4920.682412060301,0.13333333333333333
1km,6,2867,0.0
1km,6,3828.8412060301507,0.07142857142857142
1km,6,3749.8412060301507,0.07142857142857142
1km,6,3706.8412060301507,0.07142857142857142
1km,6,4540.682412060301,0.13333333333333333
1km,6,3848.8412060301507,0.07142857142857142
1km,6,6591.206030150754,0.23529411764705882
1km,6,3857.8412060301507,0.07142857142857142
1km,6,2747,0.0
1km,6,4549.682412060301,0.13333333333333333
1km,6,2843,0.0
1km,6,8690.888442211055,0.3157894736842105
1km,6,2817,0.0
1km,6,2922,0.0
1km,6,3348.8412060301507,0.07142857142857142
1km,6,3935.8412060301507,0.07142857142857142
1km,6,2938,0.0
1km,6,4319.682412060301,0.13333333333333333
1km,6,2865,0.0
1km,6,5620.523618090452,0.1875
1km,6,2806,0.0
1km,6,3034,0.0
1km,6,3782.8412060301507,0.07142857142857142
1km,6,6263.364824120603,0.1875
1km,6,2876,0.0
1km,6,4232.682412060301,0.13333333333333333
1km,6,2985,0.0
1km,6,4336.682412060301,0.13333333333333333
1km,6,3964.8412060301507,0.07142857142857142
1km,6,4398.682412060301,0.13333333333333333
1km,6,5314.523618090452,0.13333333333333333
1km,6,3776.8412060301507,0.07142857142857142
1km,6,4634.682412060301,0.13333333333333333
1km,6,3486.8412060301507,0.07142857142857142
1km,6,3513.8412060301507,0.07142857142857142
1km,6,2817,0.0
1km,6,8719.888442211055,0.23529411764705882
1km,6,2862,0.0
1km,6,4795.682412060301,0.13333333333333333
1km,6,3000,0.0
1km,6,2922,0.0
1km,6,3948.8412060301507,0.07142857142857142
1km,6,2748,0.0
1km,6,3437.8412060301507,0.07142857142857142
1km,6,5459.523618090452,0.1875
1km,6,2928,0.0
1km,6,3978.8412060301507,0.07142857142857142
1km,6,4668.682412060301,0.13333333333333333
1km,6,3659.8412060301507,0.07142857142857142
1km,6,2878,0.0
1km,6,4408.682412060301,0.13333333333333333
1km,6,3043,0.0
1km,6,4693.682412060301,0.13333333333333333
1km,6,5896.523618090452,0.1875
1km,6,7866.888442211055,0.23529411764705882
1km,6,2870,0.0
1km,6,4687.682412060301,0.13333333333333333
1km,6,2826,0.0
1km,6,3773.8412060301507,0.07142857142857142
1km,6,2843,0.0
1km,6,7102.047236180904,0.1875
1km,6,3328.8412060301507,0.07142857142857142
1km,6,3858.8412060301507,0.07142857142857142
1km,6,5272.523618090452,0.13333333333333333
1km,6,3767.8412060301507,0.07142857142857142
1km,6,4497.682412060301,0.13333333333333333
1km,6,2856,0.0
1km,6,5671.364824120603,0.1875
1km,6,3831.8412060301507,0.07142857142857142
1km,6,4816.682412060301,0.13333333333333333
1km,6,4328.682412060301,0.13333333333333333
1km,6,5316.523618090452,0.1875
1km,6,4927.523618090452,0.1875
1km,6,3866.8412060301507,0.07142857142857142
1km,6,2952,0.0
1km,6,2890,0.0
1km,6,3804.8412060301507,0.07142857142857142
1km,6,3710.8412060301507,0.07142857142857142
1km,6,5415.523618090452,0.1875
1km,6,2997,0.0
1km,6,3012,0.0
1km,6,4486.682412060301,0.13333333333333333
1km,6,4258.682412060301,0.13333333333333333
1km,6,4394.682412060301,0.13333333333333333
1km,6,4389.682412060301,0.13333333333333333
1km,6,5096.523618090452,0.13333333333333333
1km,6,2897,0.0
1km,6,3803.8412060301507,0.07142857142857142
1km,6,4770.682412060301,0.13333333333333333
1km,6,3699.8412060301507,0.07142857142857142
1km,6,5408.523618090452,0.1875
1km,6,2905,0.0
1km,6,3466.8412060301507,0.07142857142857142
1km,6,3706.8412060301507,0.07142857142857142
1km,6,3813.8412060301507,0.07142857142857142
1km,6,3688.8412060301507,0.07142857142857142
1km,6,2882,0.0
1km,6,3665.8412060301507,0.07142857142857142
1km,6,2895,0.0
1km,6,3771.8412060301507,0.07142857142857142
1km,6,4390.682412060301,0.13333333333333333
1km,6,4713.682412060301,0.13333333333333333
1km,6,3609.8412060301507,0.07142857142857142
1km,6,4510.682412060301,0.13333333333333333
1km,6,3333.8412060301507,0.07142857142857142
1km,6,2958,0.0
1km,6,4636.682412060301,0.13333333333333333
1km,6,2776,0.0
1km,6,4448.682412060301,0.13333333333333333
1km,6,5003.523618090452,0.13333333333333333
1km,6,3843.8412060301507,0.07142857142857142
1km,6,3769.8412060301507,0.07142857142857142
1km,6,2892,0.0
1km,6,4576.682412060301,0.13333333333333333
1km,6,2859,0.0
1km,6,3729.8412060301507,0.07142857142857142
1km,6,5166.523618090452,0.13333333333333333
1km,6,2958,0.0
1km,6,3849.8412060301507,0.07142857142857142
1km,6,2892,0.0
1km,6,2875,0.0
1km,6,3708.8412060301507,0.07142857142857142
1km,6,4631.682412060301,0.13333333333333333
1km,6,4291.841206030151,0.07142857142857142
1km,6,4560.682412060301,0.13333333333333333
1km,6,3898.8412060301507,0.07142857142857142
1km,6,3391.8412060301507,0.07142857142857142
1km,6,6049.523618090452,0.1875
1km,6,3893.6824120603014,0.13333333333333333
1km,6,4847.682412060301,0.13333333333333333
1km,6,4925.682412060301,0.13333333333333333
1km,6,3761.8412060301507,0.07142857142857142
1km,6,2717,0.0
1km,6,5233.523618090452,0.1875
1km,6,3748.8412060301507,0.07142857142857142
1km,6,4531.841206030151,0.07142857142857142
1km,6,2731,0.0
1km,6,3744.8412060301507,0.07142857142857142
1km,6,4589.682412060301,0.13333333333333333
1km,6,4719.682412060301,0.13333333333333333
1km,6,3886.8412060301507,0.07142857142857142
1km,6,2882,0.0
1km,6,4884.682412060301,0.13333333333333333
1km,6,2906,0.0
1km,6,4540.682412060301,0.13333333333333333
1km,6,4086.6824120603014,0.13333333333333333
1km,6,3583.8412060301507,0.07142857142857142
1km,6,2954,0.0
1km,6,3698.8412060301507,0.07142857142857142
1km,6,3860.8412060301507,0.07142857142857142
1km,6,3677.8412060301507,0.07142857142857142
1km,6,3919.8412060301507,0.07142857142857142
1km,6,3561.8412060301507,0.07142857142857142
1km,6,5405.523618090452,0.1875
1km,6,3702.8412060301507,0.07142857142857142
1km,6,4698.682412060301,0.13333333333333333
1km,6,2936,0.0
1km,6,2881,0.0
1km,6,3837.8412060301507,0.07142857142857142
1km,6,4690.682412060301,0.13333333333333333
1km,6,3740.8412060301507,0.07142857142857142
1km,6,10632.253266331658,0.2777777777777778
1km,6,3684.8412060301507,0.07142857142857142
1km,6,4606.682412060301,0.13333333333333333
1km,6,5240.523618090452,0.13333333333333333
1km,6,2974,0.0
1km,6,3549.8412060301507,0.07142857142857142
1km,6,3772.8412060301507,0.07142857142857142
1km,6,2844,0.0
1km,6,8291.888442211055,0.2777777777777778
1km,6,2853,0.0
1km,6,5970.364824120603,0.1875
1km,6,4050.6824120603014,0.13333333333333333
1km,6,2903,0.0
1km,6,3014,0.0
1km,6,3030,0.0
1km,6,2946,0.0
1km,6,3734.8412060301507,0.07142857142857142
1km,6,4177.682412060301,0.13333333333333333
1km,6,5067.523618090452,0.1875
1km,6,4084.8412060301507,0.07142857142857142
1km,6,2928,0.0
1km,6,5046.523618090452,0.1875
1km,6,5949.364824120603,0.1875
1km,6,3900.8412060301507,0.07142857142857142
1km,6,2932,0.0
1km,6,2922,0.0
1km,6,5038.682412060301,0.13333333333333333
1km,6,3680.8412060301507,0.07142857142857142
1km,6,3641.8412060301507,0.07142857142857142
1km,6,3405.8412060301507,0.07142857142857142
1km,6,5113.523618090452,0.13333333333333333
1km,6,4586.682412060301,0.13333333333333333
1km,6,2931,0.0
1km,6,2876,0.0
1km,6,4318.682412060301,0.13333333333333333
1km,6,5587.523618090452,0.1875
1km,6,5541.364824120603,0.23529411764705882
1km,6,3804.8412060301507,0.07142857142857142
1km,6,9030.729648241206,0.2777777777777778
1km,6,2786,0.0
1km,6,4036.6824120603014,0.13333333333333333
1km,6,4717.682412060301,0.13333333333333333
1km,6,4757.682412060301,0.13333333333333333
1km,6,2859,0.0
1km,6,2784,0.0
1km,6,2925,0.0
1km,6,3830.8412060301507,0.07142857142857142
1km,6,2704,0.0
1km,6,4969.523618090452,0.1875
1km,6,2823,0.0
1km,6,5914.364824120603,0.1875
1km,6,7299.047236180904,0.2777777777777778
1km,6,2991,0.0
1km,6,3790.8412060301507,0.07142857142857142
1km,6,2912,0.0
1km,6,6752.206030150754,0.2777777777777778
1km,6,3851.8412060301507,0.07142857142857142
1km,6,3529.8412060301507,0.07142857142857142
1km,6,5424.523618090452,0.1875
1km,6,2868,0.0
1km,6,3852.8412060301507,0.07142857142857142
1km,6,2727,0.0
1km,6,5074.523618090452,0.1875
1km,6,4604.682412060301,0.13333333333333333
1km,6,3975.8412060301507,0.07142857142857142
1km,6,3804.8412060301507,0.07142857142857142
1km,6,4968.682412060301,0.13333333333333333
1km,6,2934,0.0
1km,6,7257.047236180904,0.2777777777777778
1km,6,3719.8412060301507,0.07142857142857142
1km,6,4015.8412060301507,0.07142857142857142
1km,6,3322.8412060301507,0.07142857142857142
1km,6,3726.8412060301507,0.07142857142857142
1km,6,7185.047236180904,0.1875
1km,6,3678.8412060301507,0.07142857142857142
1km,6,3598.8412060301507,0.07142857142857142
1km,6,3707.8412060301507,0.07142857142857142
1km,6,3691.8412060301507,0.07142857142857142
1km,6,2964,0.0
1km,6,3951.8412060301507,0.07142857142857142
1km,6,2842,0.0
1km,6,2858,0.0
1km,6,3460.8412060301507,0.07142857142857142
1km,6,3846.8412060301507,0.07142857142857142
1km,6,5500.523618090452,0.1875
1km,6,3765.8412060301507,0.07142857142857142
1km,6,3860.8412060301507,0.07142857142857142
1km,6,2890,0.0
1km,6,2989,0.0
