Distance,Hop,RTT,PLR
400m,2,3504.8412060301507,0.16666666666666666
400m,2,1766,0.0
400m,2,6653.364824120603,0.375
400m,2,3523.8412060301507,0.16666666666666666
400m,2,5249.364824120603,0.4444444444444444
400m,2,5139.523618090452,0.2857142857142857
400m,2,2851,0.0
400m,2,2822,0.0
400m,2,5766.364824120603,0.375
400m,2,5139.523618090452,0.2857142857142857
400m,2,8771.888442211055,0.4444444444444444
400m,2,4556.523618090452,0.375
400m,2,3875.8412060301507,0.16666666666666666
400m,2,2866,0.0
400m,2,5757.364824120603,0.375
400m,2,8582.888442211055,0.5454545454545454
400m,2,3250.8412060301507,0.16666666666666666
400m,2,5760.364824120603,0.4444444444444444
400m,2,3710.8412060301507,0.16666666666666666
400m,2,4815.523618090452,0.375
400m,2,4040.6824120603014,0.2857142857142857
400m,2,2985,0.0
400m,2,3594.8412060301507,0.16666666666666666
400m,2,16910.665326633163,0.5454545454545454
400m,2,5406.364824120603,0.375
400m,2,3756.8412060301507,0.16666666666666666
400m,2,2870,0.0
400m,2,3112,0.0
400m,2,3519.8412060301507,0.16666666666666666
400m,2,3404.8412060301507,0.16666666666666666
400m,2,3490.8412060301507,0.16666666666666666
400m,2,4088.6824120603014,0.2857142857142857
400m,2,3706.8412060301507,0.16666666666666666
400m,2,3829.8412060301507,0.16666666666666666
400m,2,4895.523618090452,0.375
400m,2,2805,0.0
400m,2,3741.8412060301507,0.16666666666666666
400m,2,3339.8412060301507,0.16666666666666666
400m,2,3730.8412060301507,0.16666666666666666
400m,2,2857,0.0
400m,2,6213.364824120603,0.375
400m,2,3498.8412060301507,0.16666666666666666
400m,2,3703.8412060301507,0.16666666666666666
400m,2,3860.8412060301507,0.16666666666666666
400m,2,3837.8412060301507,0.16666666666666666
400m,2,3524.8412060301507,0.16666666666666666
400m,2,7381.888442211055,0.5454545454545454
400m,2,3308,0.0
400m,2,8152.888442211055,0.4444444444444444
400m,2,10143.412060301507,0.5454545454545454
400m,2,2987,0.0
400m,2,2919,0.0
400m,2,3865.8412060301507,0.16666666666666666
400m,2,4340.682412060301,0.2857142857142857
400m,2,4045.6824120603014,0.2857142857142857
400m,2,4746.523618090452,0.2857142857142857
400m,2,2939,0.0
400m,2,3000,0.0
400m,2,5367.364824120603,0.4444444444444444
400m,2,5112.523618090452,0.2857142857142857
400m,2,3705.8412060301507,0.16666666666666666
400m,2,3511.8412060301507,0.16666666666666666
400m,2,4242.682412060301,0.2857142857142857
400m,2,2900,0.0
400m,2,3773.8412060301507,0.16666666666666666
400m,2,4106.682412060301,0.2857142857142857
400m,2,4659.682412060301,0.2857142857142857
400m,2,2950,0.0
400m,2,3724.8412060301507,0.16666666666666666
400m,2,3648.8412060301507,0.16666666666666666
400m,2,5781.206030150754,0.5
400m,2,3350.8412060301507,0.16666666666666666
400m,2,7990.888442211055,0.4444444444444444
400m,2,4825.682412060301,0.2857142857142857
400m,2,2967,0.0
400m,2,2999,0.0
400m,2,2828,0.0
400m,2,3551.8412060301507,0.16666666666666666
400m,2,5024.523618090452,0.375
400m,2,4340.682412060301,0.2857142857142857
400m,2,4073.6824120603014,0.2857142857142857
400m,2,5167.523618090452,0.375
400m,2,8070.888442211055,0.4444444444444444
400m,2,3917.8412060301507,0.16666666666666666
400m,2,4311.682412060301,0.2857142857142857
400m,2,3469.8412060301507,0.16666666666666666
400m,2,4595.523618090452,0.375
400m,2,2951,0.0
400m,2,4776.682412060301,0.2857142857142857
400m,2,4722.523618090452,0.375
400m,2,3441.8412060301507,0.16666666666666666
400m,2,3459.8412060301507,0.16666666666666666
400m,2,2736,0.0
400m,2,5372.364824120603,0.4444444444444444
400m,2,5054.523618090452,0.2857142857142857
400m,2,3794.8412060301507,0.16666666666666666
400m,2,4513.682412060301,0.2857142857142857
400m,2,3844.8412060301507,0.16666666666666666
400m,2,5788.364824120603,0.375
400m,2,4840.523618090452,0.375
400m,2,5090.523618090452,0.2857142857142857
400m,2,5825.364824120603,0.375
400m,2,4679.682412060301,0.2857142857142857
400m,2,3562.8412060301507,0.16666666666666666
400m,2,2889,0.0
400m,2,3779.8412060301507,0.16666666666666666
400m,2,4670.682412060301,0.2857142857142857
400m,2,4178.682412060301,0.2857142857142857
400m,2,4715.523618090452,0.375
400m,2,3475.8412060301507,0.16666666666666666
400m,2,3450.8412060301507,0.16666666666666666
400m,2,2789,0.0
400m,2,6554.364824120603,0.375
400m,2,5222.364824120603,0.4444444444444444
400m,2,3326.8412060301507,0.16666666666666666
400m,2,3521.8412060301507,0.16666666666666666
400m,2,3761.8412060301507,0.16666666666666666
400m,2,2910,0.0
400m,2,3708.8412060301507,0.16666666666666666
400m,2,3386.8412060301507,0.16666666666666666
400m,2,4686.523618090452,0.375
400m,2,5242.523618090452,0.2857142857142857
400m,2,3452,0.0
400m,2,2808,0.0
400m,2,6135.364824120603,0.375
400m,2,4962.841206030151,0.16666666666666666
400m,2,3692.8412060301507,0.16666666666666666
400m,2,3475.8412060301507,0.16666666666666666
400m,2,3239.8412060301507,0.16666666666666666
400m,2,4265.682412060301,0.2857142857142857
400m,2,2989,0.0
400m,2,2916,0.0
400m,2,5143.523618090452,0.2857142857142857
400m,2,2893,0.0
400m,2,3028,0.0
400m,2,4316.682412060301,0.2857142857142857
400m,2,4347.682412060301,0.2857142857142857
400m,2,3551.8412060301507,0.16666666666666666
400m,2,3614.8412060301507,0.16666666666666666
400m,2,8079.888442211055,0.4444444444444444
400m,2,3485.8412060301507,0.16666666666666666
400m,2,5684.364824120603,0.375
400m,2,3332.8412060301507,0.16666666666666666
400m,2,10307.412060301507,0.4444444444444444
400m,2,2866,0.0
400m,2,4667.523618090452,0.2857142857142857
400m,2,3745.8412060301507,0.16666666666666666
400m,2,3904.6824120603014,0.2857142857142857
400m,2,2938,0.0
400m,2,3566.8412060301507,0.16666666666666666
400m,2,4990.523618090452,0.375
400m,2,4063.6824120603014,0.2857142857142857
400m,2,3824.8412060301507,0.16666666666666666
400m,2,14530.300502512562,0.5833333333333334
400m,2,4994.523618090452,0.2857142857142857
400m,2,2933,0.0
400m,2,5486.364824120603,0.4444444444444444
400m,2,3604.8412060301507,0.16666666666666666
400m,2,2894,0.0
400m,2,6090.206030150754,0.5
400m,2,6636.364824120603,0.375
400m,2,2789,0.0
400m,2,2980,0.0
400m,2,3582.8412060301507,0.16666666666666666
400m,2,3904.8412060301507,0.16666666666666666
400m,2,7346.047236180904,0.375
400m,2,4812.523618090452,0.375
400m,2,4659.682412060301,0.2857142857142857
400m,2,4096.682412060301,0.2857142857142857
400m,2,4510.682412060301,0.2857142857142857
400m,2,3899.8412060301507,0.16666666666666666
400m,2,9828.412060301507,0.4444444444444444
400m,2,3013,0.0
400m,2,3249.8412060301507,0.16666666666666666
400m,2,2880,0.0
400m,2,4164.682412060301,0.2857142857142857
400m,2,2865,0.0
400m,2,4128.682412060301,0.2857142857142857
400m,2,3471.8412060301507,0.16666666666666666
400m,2,3019,0.0
400m,2,3446.8412060301507,0.16666666666666666
400m,2,3433.8412060301507,0.16666666666666666
400m,2,4678.682412060301,0.2857142857142857
400m,2,3645.8412060301507,0.16666666666666666
400m,2,3426.8412060301507,0.16666666666666666
400m,2,4074.6824120603014,0.2857142857142857
400m,2,4606.682412060301,0.2857142857142857
400m,2,4160.682412060301,0.2857142857142857
400m,2,2923,0.0
400m,2,2926,0.0
400m,2,3657.8412060301507,0.16666666666666666
400m,2,4164.682412060301,0.2857142857142857
400m,2,2922,0.0
400m,2,3416.8412060301507,0.16666666666666666
400m,2,4323.682412060301,0.2857142857142857
400m,2,3488.8412060301507,0.16666666666666666
400m,2,5863.364824120603,0.4444444444444444
400m,2,3796.8412060301507,0.16666666666666666
400m,2,4372.682412060301,0.2857142857142857
400m,2,3744.8412060301507,0.16666666666666666
400m,2,3540.8412060301507,0.16666666666666666
400m,2,4313.682412060301,0.2857142857142857
400m,2,6668.206030150754,0.4444444444444444
400m,2,5643.364824120603,0.4444444444444444
400m,2,3550.8412060301507,0.16666666666666666
400m,2,3277,0.0
400m,2,2966,0.0
400m,2,5038.523618090452,0.375
400m,2,4239.682412060301,0.2857142857142857
400m,2,6644.047236180904,0.5454545454545454
400m,2,5314.523618090452,0.2857142857142857
400m,2,6079.364824120603,0.375
400m,2,2920,0.0
400m,2,2857,0.0
400m,2,2812,0.0
400m,2,3332.8412060301507,0.16666666666666666
400m,2,4945.523618090452,0.2857142857142857
400m,2,4315.682412060301,0.2857142857142857
400m,2,3656.8412060301507,0.16666666666666666
400m,2,5057.523618090452,0.375
400m,2,4067.6824120603014,0.2857142857142857
400m,2,4997.523618090452,0.375
400m,2,7127.047236180904,0.375
400m,2,3458.8412060301507,0.16666666666666666
400m,2,4707.682412060301,0.2857142857142857
400m,2,4125.682412060301,0.2857142857142857
400m,2,3370.8412060301507,0.16666666666666666
400m,2,2859,0.0
400m,2,3002,0.0
400m,2,3423.8412060301507,0.16666666666666666
400m,2,5894.364824120603,0.375
400m,2,5293.523618090452,0.375
400m,2,3890.8412060301507,0.16666666666666666
400m,2,2955,0.0
400m,2,3423.8412060301507,0.16666666666666666
400m,2,2941,0.0
400m,2,2797,0.0
400m,2,3851.8412060301507,0.16666666666666666
400m,2,3647.8412060301507,0.16666666666666666
400m,2,2942,0.0
400m,2,3935.8412060301507,0.16666666666666666
400m,2,3748.8412060301507,0.16666666666666666
400m,2,4657.523618090452,0.375
400m,2,3395.8412060301507,0.16666666666666666
400m,2,4802.523618090452,0.2857142857142857
400m,2,3731.8412060301507,0.16666666666666666
400m,2,5189.523618090452,0.2857142857142857
400m,2,5552.364824120603,0.4444444444444444
400m,2,3397.8412060301507,0.16666666666666666
400m,2,2881,0.0
400m,2,2924,0.0
400m,2,3223.8412060301507,0.16666666666666666
400m,2,4735.523618090452,0.375
400m,2,4126.682412060301,0.2857142857142857
400m,2,7061.888442211055,0.5833333333333334
400m,2,5057.523618090452,0.375
400m,2,3919.6824120603014,0.2857142857142857
400m,2,2750,0.0
400m,2,2902,0.0
400m,2,4656.523618090452,0.375
400m,2,7913.888442211055,0.4444444444444444
400m,2,2898,0.0
400m,2,3748.8412060301507,0.16666666666666666
400m,2,3692.8412060301507,0.16666666666666666
400m,2,4809.682412060301,0.2857142857142857
400m,2,3898.8412060301507,0.16666666666666666
400m,2,2917,0.0
400m,2,3599.8412060301507,0.16666666666666666
400m,2,8829.729648241206,0.5
400m,2,4567.682412060301,0.2857142857142857
400m,2,5168.523618090452,0.2857142857142857
400m,2,4010.6824120603014,0.2857142857142857
400m,2,3922.6824120603014,0.2857142857142857
400m,2,2898,0.0
400m,2,2766,0.0
400m,2,2588,0.0
400m,2,4069.6824120603014,0.2857142857142857
400m,2,4073.6824120603014,0.2857142857142857
400m,2,5061.523618090452,0.2857142857142857
400m,2,3862.8412060301507,0.16666666666666666
400m,2,2848,0.0
400m,2,5161.523618090452,0.2857142857142857
400m,2,2782,0.0
400m,2,2953,0.0
400m,2,2888,0.0
400m,2,4470.682412060301,0.2857142857142857
400m,2,4834.523618090452,0.375
400m,2,2780,0.0
400m,2,3421.8412060301507,0.16666666666666666
400m,2,4000.6824120603014,0.2857142857142857
400m,2,3049,0.0
400m,2,4148.682412060301,0.2857142857142857
400m,2,4034.6824120603014,0.2857142857142857
400m,2,3520.8412060301507,0.16666666666666666
400m,2,4375.682412060301,0.2857142857142857
400m,2,4090.6824120603014,0.2857142857142857
400m,2,5019.523618090452,0.375
400m,2,5530.364824120603,0.4444444444444444
400m,2,3901.6824120603014,0.2857142857142857
400m,2,5879.364824120603,0.375
400m,2,3633.8412060301507,0.16666666666666666
400m,2,4146.682412060301,0.2857142857142857
400m,2,4263.682412060301,0.2857142857142857
400m,2,2686,0.0
400m,2,2842,0.0
400m,2,3291.8412060301507,0.16666666666666666
400m,2,5195.523618090452,0.2857142857142857
400m,2,3589.8412060301507,0.16666666666666666
400m,2,2926,0.0
400m,2,6695.206030150754,0.4444444444444444
400m,2,3479.8412060301507,0.16666666666666666
400m,2,3730.8412060301507,0.16666666666666666
400m,2,3751.8412060301507,0.16666666666666666
400m,2,5425.364824120603,0.4444444444444444
400m,2,4268.682412060301,0.2857142857142857
400m,2,2937,0.0
400m,2,4370.682412060301,0.2857142857142857
400m,2,4093.6824120603014,0.2857142857142857
400m,2,2847,0.0
400m,2,4921.523618090452,0.375
400m,2,3006,0.0
400m,2,5604.364824120603,0.375
400m,2,9566.412060301507,0.4444444444444444
400m,2,3741.8412060301507,0.16666666666666666
400m,2,5192.523618090452,0.2857142857142857
400m,2,5485.523618090452,0.2857142857142857
400m,2,5988.364824120603,0.375
400m,2,2866,0.0
400m,2,7466.047236180904,0.375
400m,2,2744,0.0
400m,2,3011,0.0
400m,2,3458.8412060301507,0.16666666666666666
400m,2,5624.523618090452,0.2857142857142857
400m,2,5073.523618090452,0.375
400m,2,5300.523618090452,0.2857142857142857
400m,2,5368.523618090452,0.2857142857142857
400m,2,4678.682412060301,0.2857142857142857
400m,2,3636.8412060301507,0.16666666666666666
400m,2,3457.8412060301507,0.16666666666666666
400m,2,3522.8412060301507,0.16666666666666666
400m,2,3800.8412060301507,0.16666666666666666
400m,2,4870.523618090452,0.375
400m,2,2836,0.0
400m,2,5989.364824120603,0.375
400m,2,3714.8412060301507,0.16666666666666666
400m,2,4280.682412060301,0.2857142857142857
400m,2,2974,0.0
400m,2,4616.682412060301,0.2857142857142857
400m,2,4029.6824120603014,0.2857142857142857
400m,2,2821,0.0
400m,2,2918,0.0
400m,2,3831.8412060301507,0.16666666666666666
400m,2,2910,0.0
400m,2,9088.570854271356,0.5454545454545454
400m,2,4601.682412060301,0.2857142857142857
400m,2,4956.523618090452,0.375
400m,2,3110,0.0
400m,2,13067.61809045226,0.6428571428571429
400m,2,3240,0.0
400m,2,3561.8412060301507,0.16666666666666666
400m,2,3350.8412060301507,0.16666666666666666
400m,2,2919,0.0
400m,2,3682.8412060301507,0.16666666666666666
400m,2,4046.6824120603014,0.2857142857142857
400m,2,6102.206030150754,0.5
400m,2,5388.364824120603,0.4444444444444444
400m,2,3418.8412060301507,0.16666666666666666
400m,2,3744.8412060301507,0.16666666666666666
400m,2,2696,0.0
400m,2,4889.523618090452,0.2857142857142857
400m,2,2956,0.0
400m,2,3508.8412060301507,0.16666666666666666
400m,2,3462.8412060301507,0.16666666666666666
400m,2,4017.6824120603014,0.2857142857142857
400m,2,2877,0.0
400m,2,4018.6824120603014,0.2857142857142857
400m,2,3881.8412060301507,0.16666666666666666
400m,2,4021.6824120603014,0.2857142857142857
400m,2,2984,0.0
400m,2,3601.8412060301507,0.16666666666666666
400m,2,3431.8412060301507,0.16666666666666666
400m,2,4003.6824120603014,0.2857142857142857
400m,2,2875,0.0
400m,2,2661,0.0
400m,2,3772.8412060301507,0.16666666666666666
400m,2,3451.8412060301507,0.16666666666666666
400m,2,4374.682412060301,0.2857142857142857
400m,2,7400.047236180904,0.375
400m,2,4293.682412060301,0.2857142857142857
400m,2,5580.364824120603,0.375
400m,2,3444.8412060301507,0.16666666666666666
400m,2,3786.8412060301507,0.16666666666666666
400m,2,4626.523618090452,0.375
400m,2,3627.8412060301507,0.16666666666666666
400m,2,5298.523618090452,0.375
400m,2,3484.8412060301507,0.16666666666666666
400m,2,3752.8412060301507,0.16666666666666666
400m,2,5231.523618090452,0.2857142857142857
400m,2,3527.8412060301507,0.16666666666666666
400m,2,2940,0.0
400m,2,3491.8412060301507,0.16666666666666666
400m,2,4705.523618090452,0.375
400m,2,3470.8412060301507,0.16666666666666666
400m,2,4946.523618090452,0.375
400m,2,2924,0.0
400m,2,3069,0.0
400m,2,3515.8412060301507,0.16666666666666666
400m,2,5928.364824120603,0.4444444444444444
400m,2,10196.412060301507,0.4444444444444444
400m,2,10291.253266331658,0.5
400m,2,2911,0.0
400m,2,3558.8412060301507,0.16666666666666666
400m,2,2896,0.0
400m,2,5271.523618090452,0.375
400m,2,3531.8412060301507,0.16666666666666666
400m,2,2642,0.0
400m,2,2737,0.0
400m,2,5345.523618090452,0.2857142857142857
400m,2,3720.8412060301507,0.16666666666666666
400m,2,4727.523618090452,0.375
400m,2,5161.523618090452,0.375
400m,2,3759.8412060301507,0.16666666666666666
400m,2,6010.364824120603,0.375
400m,2,6218.206030150754,0.4444444444444444
400m,2,2927,0.0
400m,2,6167.206030150754,0.5
400m,2,2867,0.0
400m,2,5650.364824120603,0.375
400m,2,3598.8412060301507,0.16666666666666666
400m,2,3698.8412060301507,0.16666666666666666
400m,2,3663.8412060301507,0.16666666666666666
400m,2,4781.523618090452,0.375
400m,2,4245.682412060301,0.2857142857142857
400m,2,3830.8412060301507,0.16666666666666666
400m,2,5065.523618090452,0.375
400m,2,5064.523618090452,0.2857142857142857
400m,2,3440.8412060301507,0.16666666666666666
400m,2,10367.570854271356,0.5
400m,2,3660.8412060301507,0.16666666666666666
400m,2,4095.6824120603014,0.2857142857142857
400m,2,8346.888442211055,0.4444444444444444
400m,2,3744.8412060301507,0.16666666666666666
400m,2,5207.523618090452,0.375
400m,2,5451.364824120603,0.4444444444444444
400m,2,6297.364824120603,0.375
400m,2,4659.682412060301,0.2857142857142857
400m,2,3578.8412060301507,0.16666666666666666
400m,2,2779,0.0
400m,2,3346.8412060301507,0.16666666666666666
400m,2,3903.8412060301507,0.16666666666666666
400m,2,3541.8412060301507,0.16666666666666666
400m,2,4297.682412060301,0.2857142857142857
400m,2,2753,0.0
400m,2,6725.047236180904,0.5454545454545454
400m,2,4120.682412060301,0.2857142857142857
400m,2,2967,0.0
400m,2,4093.6824120603014,0.2857142857142857
400m,2,2597,0.0
400m,2,6184.364824120603,0.375
400m,2,4604.523618090452,0.375
400m,2,3421.8412060301507,0.16666666666666666
400m,2,2916,0.0
400m,2,5296.364824120603,0.4444444444444444
400m,2,3538.8412060301507,0.16666666666666666
400m,2,6137.364824120603,0.375
400m,2,6058.364824120603,0.375
400m,2,3421.8412060301507,0.16666666666666666
400m,2,2872,0.0
400m,2,2840,0.0
400m,2,2872,0.0
400m,2,3590.8412060301507,0.16666666666666666
400m,2,4726.682412060301,0.2857142857142857
400m,2,6260.206030150754,0.4444444444444444
400m,2,4422.682412060301,0.2857142857142857
400m,2,12869.61809045226,0.5
400m,2,3981.6824120603014,0.2857142857142857
400m,2,2931,0.0
400m,2,3461.8412060301507,0.16666666666666666
400m,2,3565.8412060301507,0.16666666666666666
400m,2,4359.682412060301,0.2857142857142857
400m,2,4816.523618090452,0.375
400m,2,8439.729648241206,0.5
400m,2,4365.682412060301,0.2857142857142857
400m,2,4136.682412060301,0.2857142857142857
400m,2,9275.570854271356,0.5
400m,2,13797.77688442211,0.6153846153846154
400m,2,3494.8412060301507,0.16666666666666666
400m,2,3478.8412060301507,0.16666666666666666
400m,2,3629.8412060301507,0.16666666666666666
400m,2,4612.523618090452,0.375
400m,2,4581.523618090452,0.375
400m,2,3412.8412060301507,0.16666666666666666
400m,2,4064.6824120603014,0.2857142857142857
400m,2,2887,0.0
400m,2,3818.8412060301507,0.16666666666666666
400m,2,3569.8412060301507,0.16666666666666666
400m,2,4601.682412060301,0.2857142857142857
400m,2,2881,0.0
400m,2,2815,0.0
400m,2,4107.682412060301,0.2857142857142857
400m,2,5182.523618090452,0.2857142857142857
400m,2,3030,0.0
400m,2,3502.8412060301507,0.16666666666666666
400m,2,3709.8412060301507,0.16666666666666666
400m,2,3577.8412060301507,0.16666666666666666
400m,2,2870,0.0
400m,2,6547.364824120603,0.375
400m,2,3001,0.0
400m,2,5271.364824120603,0.4444444444444444
1km,2,3001,0.0
1km,2,2890,0.0
1km,2,3854.8412060301507,0.16666666666666666
1km,2,2834,0.0
1km,2,3690.8412060301507,0.16666666666666666
1km,2,2821,0.0
1km,2,3556.8412060301507,0.16666666666666666
1km,2,3817.8412060301507,0.16666666666666666
1km,2,3495.8412060301507,0.16666666666666666
1km,2,4349.682412060301,0.2857142857142857
1km,2,2955,0.0
1km,2,3872.8412060301507,0.16666666666666666
1km,2,3790.8412060301507,0.16666666666666666
1km,2,3494.8412060301507,0.16666666666666666
1km,2,2925,0.0
1km,2,2926,0.0
1km,2,3371.8412060301507,0.16666666666666666
1km,2,2845,0.0
1km,2,2836,0.0
1km,2,2951,0.0
1km,2,2671,0.0
1km,2,2840,0.0
1km,2,2763,0.0
1km,2,4051.6824120603014,0.2857142857142857
1km,2,3015,0.0
1km,2,3518.8412060301507,0.16666666666666666
1km,2,2952,0.0
1km,2,4406.682412060301,0.2857142857142857
1km,2,3004,0.0
1km,2,2807,0.0
1km,2,2658,0.0
1km,2,2864,0.0
1km,2,3459.8412060301507,0.16666666666666666
1km,2,2988,0.0
1km,2,2967,0.0
1km,2,2885,0.0
1km,2,3356.8412060301507,0.16666666666666666
1km,2,3778.8412060301507,0.16666666666666666
1km,2,3586.8412060301507,0.16666666666666666
1km,2,2880,0.0
1km,2,2934,0.0
1km,2,2648,0.0
1km,2,2969,0.0
1km,2,4008.6824120603014,0.2857142857142857
1km,2,3002,0.0
1km,2,2925,0.0
1km,2,2888,0.0
1km,2,2830,0.0
1km,2,1720,0.0
1km,2,6069.364824120603,0.375
1km,2,2608,0.0
1km,2,2837,0.0
1km,2,2917,0.0
1km,2,2776,0.0
1km,2,2961,0.0
1km,2,3821.8412060301507,0.16666666666666666
1km,2,2971,0.0
1km,2,2864,0.0
1km,2,2928,0.0
1km,2,3746.8412060301507,0.16666666666666666
1km,2,3420.8412060301507,0.16666666666666666
1km,2,2858,0.0
1km,2,2952,0.0
1km,2,2860,0.0
1km,2,2887,0.0
1km,2,2998,0.0
1km,2,3522.8412060301507,0.16666666666666666
1km,2,2631,0.0
1km,2,2920,0.0
1km,2,3456.8412060301507,0.16666666666666666
1km,2,2625,0.0
1km,2,3719.8412060301507,0.16666666666666666
1km,2,2990,0.0
1km,2,2800,0.0
1km,2,2936,0.0
1km,2,3489.8412060301507,0.16666666666666666
1km,2,2976,0.0
1km,2,3239,0.0
1km,2,2835,0.0
1km,2,3227.8412060301507,0.16666666666666666
1km,2,3087,0.0
1km,2,3738.8412060301507,0.16666666666666666
1km,2,5125.523618090452,0.2857142857142857
1km,2,2982,0.0
1km,2,2904,0.0
